region;personas_hogar;meses_en_chile;mayores_15;sexo_seleccionado;edad_seleccionado;nacionalidad_seleccionado;barrio;P1;P2;P3;P5_pais;P6;P8;P15;P24;I_1_P58;I_2_P58;I_3_P58;I_4_P58;I_5_P58;I_6_P58;I_7_P58;I_1_P75;I_2_P75;I_3_P75;I_4_P75;I_5_P75;I_6_P75;I_7_P75;I_8_P75;I_9_P75;I_10_P75;I_11_P75;P76;P77;P77_cod_O1;P77_cod_O2;P77_cod_O3;P78;P79;P80;P80_cod_O1;P80_cod_O2;P81;I_1_P82;I_2_P82;I_3_P82;I_4_P82;I_5_P82;I_6_P82;I_7_P82;I_8_P82
2;2;Sí;1;Mujer;26;Extranjero;Barrios de Antofagasta y Calama;Jefe(a) de Hogar;Mujer;26;Bolivia; ;Otra nacionalidad (extranjeros);Soltero/a;8;Muy de acuerdo;Muy de acuerdo;Muy en desacuerdo;Muy en desacuerdo;De acuerdo;Muy de acuerdo;Muy de acuerdo;Muy en desacuerdo;De acuerdo;En desacuerdo;De acuerdo;En desacuerdo;En desacuerdo;En desacuerdo;Muy en desacuerdo;No sabe [NO LEER];No sabe [NO LEER];No sabe [NO LEER];No; ; ; ; ; ;No; ; ; ; ;Muy de acuerdo;Nada de acuerdo;Bastante de acuerdo;Muy de acuerdo;Muy de acuerdo;Bastante de acuerdo;Bastante de acuerdo;Bastante de acuerdo
2;3;Sí;2;Mujer;28;Extranjero;Barrios de Antofagasta y Calama;Esposo(a) o cónyuge;Mujer;28;Perú; ;Otra nacionalidad (extranjeros);Casado/a;7;De acuerdo;Muy de acuerdo;De acuerdo;Muy en desacuerdo;Muy de acuerdo;Muy de acuerdo;Muy de acuerdo;En desacuerdo;De acuerdo;Muy en desacuerdo;Muy de acuerdo;En desacuerdo;De acuerdo;De acuerdo;Muy de acuerdo;No sabe [NO LEER];De acuerdo;De acuerdo;No; ; ; ; ; ;No; ; ; ; ;Poco de acuerdo;Muy de acuerdo;Nada de acuerdo;Bastante de acuerdo;Bastante de acuerdo;Poco de acuerdo;Nada de acuerdo;Muy de acuerdo
2;3;Sí;2;Hombre;31;Chileno;Barrios de Antofagasta y Calama;Hijo(a);Hombre;31; ;Entre 6 meses y 1 año;Chilena (exclusivamente);Soltero/a;8;Muy de acuerdo;De acuerdo;En desacuerdo;En desacuerdo;Muy de acuerdo;Muy de acuerdo;Muy de acuerdo;Muy en desacuerdo;En desacuerdo;Muy en desacuerdo;De acuerdo;Muy en desacuerdo;En desacuerdo;En desacuerdo;En desacuerdo;De acuerdo;De acuerdo;En desacuerdo;Sí;pemdiente tema;Otros; ; ;Satisfecho;No; ; ; ; ;Muy de acuerdo;Nada de acuerdo;Poco de acuerdo;Muy de acuerdo;Muy de acuerdo;Muy de acuerdo;Muy de acuerdo;Nada de acuerdo
2;1;Sí;1;Mujer;51;Chileno;Barrios de Antofagasta y Calama;Jefe(a) de Hogar;Mujer;51; ;Más de 5 años;Chilena (exclusivamente);Soltero/a;Totalmente satisfecho;Muy de acuerdo;De acuerdo;Muy en desacuerdo;Muy en desacuerdo;Muy de acuerdo;Muy de acuerdo;Muy de acuerdo;En desacuerdo;Muy de acuerdo;Muy en desacuerdo;Muy de acuerdo;En desacuerdo;Muy en desacuerdo;De acuerdo;Muy en desacuerdo;En desacuerdo;Muy de acuerdo;De acuerdo;No; ; ; ; ; ;Sí;encuestando;Otros; ;Satisfecho;Bastante de acuerdo;Muy de acuerdo;Muy de acuerdo;Bastante de acuerdo;Muy de acuerdo;Nada de acuerdo;Muy de acuerdo;Muy de acuerdo
2;1;Sí;1;Hombre;46;Extranjero;Barrios de Antofagasta y Calama;Jefe(a) de Hogar;Hombre;46;Bolivia; ;Otra nacionalidad (extranjeros);Soltero/a;5;Ni de acuerdo ni en desacuerdo;De acuerdo;Ni de acuerdo ni en desacuerdo;Muy de acuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;En desacuerdo;De acuerdo;En desacuerdo;En desacuerdo;De acuerdo;En desacuerdo;De acuerdo;En desacuerdo;No; ; ; ; ; ;No; ; ; ; ;Poco de acuerdo;Bastante de acuerdo;Muy de acuerdo;Bastante de acuerdo;Bastante de acuerdo;Bastante de acuerdo;Bastante de acuerdo;Poco de acuerdo
2;1;Sí;1;Hombre;45;Extranjero;Barrios de Antofagasta y Calama;Jefe(a) de Hogar;Hombre;45;Perú; ;Otra nacionalidad (extranjeros);Soltero/a;6;De acuerdo;De acuerdo;De acuerdo;De acuerdo;En desacuerdo;Ni de acuerdo ni en desacuerdo;De acuerdo;De acuerdo;De acuerdo;En desacuerdo;De acuerdo;En desacuerdo;De acuerdo;De acuerdo;De acuerdo;En desacuerdo;En desacuerdo;En desacuerdo;No; ; ; ; ; ;No; ; ; ; ;Muy de acuerdo;Bastante de acuerdo;Poco de acuerdo;Poco de acuerdo;Bastante de acuerdo;Poco de acuerdo;Poco de acuerdo;Nada de acuerdo
2;1;Sí;1;Hombre;29;Extranjero;Barrios de Antofagasta y Calama;Jefe(a) de Hogar;Hombre;29;Argentina; ;Otra nacionalidad (extranjeros);Soltero/a;8;De acuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;En desacuerdo;Muy de acuerdo;En desacuerdo;De acuerdo;De acuerdo;En desacuerdo;De acuerdo;De acuerdo;De acuerdo;No responde [NO LEER];No; ; ; ; ; ;No; ; ; ; ;Bastante de acuerdo;Bastante de acuerdo;Bastante de acuerdo;Poco de acuerdo;Bastante de acuerdo;Poco de acuerdo;Bastante de acuerdo;Poco de acuerdo
2;3;Sí;2;Mujer;25;Chileno;Barrios de Antofagasta y Calama;Jefe(a) de Hogar;Mujer;25; ;Más de 5 años;Chilena (exclusivamente);Casado/a;9;De acuerdo;De acuerdo;Muy de acuerdo;En desacuerdo;Muy en desacuerdo;De acuerdo;De acuerdo;En desacuerdo;En desacuerdo;Muy en desacuerdo;En desacuerdo;En desacuerdo;Muy en desacuerdo;De acuerdo;En desacuerdo;En desacuerdo;De acuerdo;En desacuerdo;No; ; ; ; ; ;No; ; ; ; ;Nada de acuerdo;Muy de acuerdo;Muy de acuerdo;Bastante de acuerdo;Muy de acuerdo;Bastante de acuerdo;Bastante de acuerdo;Nada de acuerdo
2;3;Sí;3;Hombre;54;Extranjero;Barrios de Antofagasta y Calama;Jefe(a) de Hogar;Hombre;55;Colombia; ;Otra nacionalidad (extranjeros);Soltero/a;8;Muy de acuerdo;De acuerdo;En desacuerdo;En desacuerdo;De acuerdo;De acuerdo;Muy de acuerdo;No sabe [NO LEER];Muy de acuerdo;Muy de acuerdo;De acuerdo;Muy en desacuerdo;De acuerdo;Muy en desacuerdo;De acuerdo;De acuerdo;Muy en desacuerdo;No sabe [NO LEER];No; ; ; ; ; ;No; ; ; ; ;Muy de acuerdo;Muy de acuerdo;Muy de acuerdo;Muy de acuerdo;Nada de acuerdo;Poco de acuerdo;Bastante de acuerdo;Poco de acuerdo
2;5;Sí;2;Hombre;31;Extranjero;Barrios de Antofagasta y Calama;Jefe(a) de Hogar;Hombre;31;Bolivia; ;Otra nacionalidad (extranjeros);Casado/a;8;De acuerdo;Muy de acuerdo;De acuerdo;En desacuerdo;En desacuerdo;De acuerdo;De acuerdo;En desacuerdo;De acuerdo;En desacuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;En desacuerdo;De acuerdo;De acuerdo;En desacuerdo;No; ; ; ; ; ;No; ; ; ; ;Poco de acuerdo;Bastante de acuerdo;Bastante de acuerdo;Bastante de acuerdo;Bastante de acuerdo;Poco de acuerdo;Poco de acuerdo;Bastante de acuerdo
2;4;Sí;2;Mujer;34;Extranjero;Barrios de Antofagasta y Calama;Conviviente de hecho o pareja;Mujer;34;Colombia; ;Otra nacionalidad (extranjeros);Soltero/a;8;No sabe [NO LEER];De acuerdo;En desacuerdo;En desacuerdo;En desacuerdo;Muy de acuerdo;De acuerdo;De acuerdo;De acuerdo;En desacuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;No sabe [NO LEER];No sabe [NO LEER];De acuerdo;No; ; ; ; ; ;No; ; ; ; ;Bastante de acuerdo;Bastante de acuerdo;Nada de acuerdo;Bastante de acuerdo;Bastante de acuerdo;Poco de acuerdo;Bastante de acuerdo;Poco de acuerdo
2;2;Sí;2;Mujer;37;Extranjero;Barrios de Antofagasta y Calama;Jefe(a) de Hogar;Mujer;37;Colombia; ;Otra nacionalidad (extranjeros);Conviviendo o en pareja (no casado/a tampoco unión civil);7;Ni de acuerdo ni en desacuerdo;De acuerdo;En desacuerdo;Ni de acuerdo ni en desacuerdo;En desacuerdo;De acuerdo;De acuerdo;En desacuerdo;De acuerdo;En desacuerdo;En desacuerdo;De acuerdo;De acuerdo;En desacuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;No; ; ; ; ; ;No; ; ; ; ;Muy de acuerdo;Bastante de acuerdo;Bastante de acuerdo;Bastante de acuerdo;Bastante de acuerdo;Muy de acuerdo;Bastante de acuerdo;Poco de acuerdo
2;2;Sí;2;Mujer;49;Extranjero;Barrios de Antofagasta y Calama;Jefe(a) de Hogar;Mujer;49;Colombia; ;Otra nacionalidad (extranjeros);Soltero/a;5;De acuerdo;De acuerdo;De acuerdo;Ni de acuerdo ni en desacuerdo;Ni de acuerdo ni en desacuerdo;De acuerdo;De acuerdo;En desacuerdo;En desacuerdo;En desacuerdo;De acuerdo;En desacuerdo;Muy en desacuerdo;De acuerdo;Muy en desacuerdo;No sabe [NO LEER];No sabe [NO LEER];En desacuerdo;No; ; ; ; ; ;No; ; ; ; ;Bastante de acuerdo;Muy de acuerdo;Muy de acuerdo;Bastante de acuerdo;Poco de acuerdo;Nada de acuerdo;Poco de acuerdo;Muy de acuerdo
2;3;Sí;2;Mujer;26;Extranjero;Barrios de Antofagasta y Calama;Conviviente de hecho o pareja;Mujer;26;Colombia; ;Otra nacionalidad (extranjeros);Conviviendo o en pareja (no casado/a tampoco unión civil);8;De acuerdo;De acuerdo;De acuerdo;En desacuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;En desacuerdo;De acuerdo;De acuerdo;Muy en desacuerdo;Muy en desacuerdo;Muy en desacuerdo;En desacuerdo;De acuerdo;Muy de acuerdo;Sí;pedir papeles;Control de identidad (control preventivo); ; ;Satisfecho;No; ; ; ; ;Muy de acuerdo;Muy de acuerdo;Muy de acuerdo;Nada de acuerdo;Muy de acuerdo;Muy de acuerdo;Muy de acuerdo;Muy de acuerdo
2;3;Sí;2;Mujer;25;Extranjero;Barrios de Antofagasta y Calama;Conviviente de hecho o pareja;Mujer;25;Colombia; ;Otra nacionalidad (extranjeros);Conviviendo o en pareja (no casado/a tampoco unión civil);Totalmente satisfecho;De acuerdo;Muy de acuerdo;No sabe [NO LEER];Muy en desacuerdo;De acuerdo;De acuerdo;De acuerdo;En desacuerdo;En desacuerdo;En desacuerdo;De acuerdo;En desacuerdo;De acuerdo;En desacuerdo;De acuerdo;De acuerdo;En desacuerdo;De acuerdo;No; ; ; ; ; ;No; ; ; ; ;Muy de acuerdo;Muy de acuerdo;Nada de acuerdo;Bastante de acuerdo;Muy de acuerdo;Poco de acuerdo;Bastante de acuerdo;Bastante de acuerdo
2;1;Sí;1;Mujer;31;Extranjero;Barrios de Antofagasta y Calama;Jefe(a) de Hogar;Mujer;31;Colombia; ;Otra nacionalidad (extranjeros);Soltero/a;8;Muy de acuerdo;Muy de acuerdo;En desacuerdo;En desacuerdo;De acuerdo;Muy de acuerdo;Muy de acuerdo;En desacuerdo;Muy de acuerdo;Muy en desacuerdo;De acuerdo;Muy en desacuerdo;De acuerdo;De acuerdo;En desacuerdo;Muy en desacuerdo;Muy de acuerdo;Muy en desacuerdo;Sí;papeles;Control de identidad (control preventivo); ; ;Satisfecho;No; ; ; ; ;Bastante de acuerdo;Muy de acuerdo;Poco de acuerdo;Nada de acuerdo;Bastante de acuerdo;Poco de acuerdo;Bastante de acuerdo;Muy de acuerdo
2;2;Sí;1;Mujer;56;Extranjero;Barrios de Antofagasta y Calama;Jefe(a) de Hogar;Mujer;56;Colombia; ;Otra nacionalidad (extranjeros);Soltero/a;9;Muy de acuerdo;Muy de acuerdo;En desacuerdo;En desacuerdo;Muy de acuerdo;Muy de acuerdo;Muy de acuerdo;Muy en desacuerdo;Muy de acuerdo;Muy en desacuerdo;De acuerdo;En desacuerdo;De acuerdo;De acuerdo;En desacuerdo;En desacuerdo;Muy de acuerdo;En desacuerdo;No; ; ; ; ; ;No; ; ; ; ;Bastante de acuerdo;Muy de acuerdo;Poco de acuerdo;Bastante de acuerdo;Bastante de acuerdo;Bastante de acuerdo;Bastante de acuerdo;Muy de acuerdo
2;2;Sí;2;Hombre;23;Chileno;Barrios de Antofagasta y Calama;Jefe(a) de Hogar;Hombre;23; ; ;Chilena (exclusivamente);Conviviendo o en pareja (no casado/a tampoco unión civil);7;De acuerdo;De acuerdo;De acuerdo;En desacuerdo;Muy en desacuerdo;De acuerdo;Ni de acuerdo ni en desacuerdo;En desacuerdo;Muy de acuerdo;Muy en desacuerdo;De acuerdo;En desacuerdo;Muy en desacuerdo;En desacuerdo;En desacuerdo;Muy en desacuerdo;Muy de acuerdo;De acuerdo;Sí;control identidad;Control de identidad (control preventivo); ; ;Ni satisfecho ni insatisfecho;No; ; ; ; ;Bastante de acuerdo;Muy de acuerdo;Nada de acuerdo;Bastante de acuerdo;Poco de acuerdo;Bastante de acuerdo;Bastante de acuerdo;Muy de acuerdo
2;7;Sí;4;Mujer;30;Chileno;Barrios de Antofagasta y Calama;Esposo(a) o cónyuge;Mujer;30; ; ;Chilena (exclusivamente);Casado/a;Totalmente satisfecho;En desacuerdo;De acuerdo;De acuerdo;Muy en desacuerdo;Muy en desacuerdo;De acuerdo;De acuerdo;No sabe [NO LEER];Muy de acuerdo;Muy en desacuerdo;Muy de acuerdo;En desacuerdo;Muy en desacuerdo;Muy de acuerdo;Muy en desacuerdo;Muy en desacuerdo;Muy de acuerdo;Muy en desacuerdo;No; ; ; ; ; ;No; ; ; ; ;Muy de acuerdo;Muy de acuerdo;Nada de acuerdo;Bastante de acuerdo;Bastante de acuerdo;Bastante de acuerdo;Nada de acuerdo;Nada de acuerdo
2;1;Sí;1;Mujer;50;Chileno;Barrios de Antofagasta y Calama;Jefe(a) de Hogar;Mujer;50; ; ;Chilena (exclusivamente);Soltero/a;Totalmente satisfecho;De acuerdo;Muy de acuerdo;De acuerdo;Muy en desacuerdo;Muy en desacuerdo;De acuerdo;De acuerdo;Muy en desacuerdo;De acuerdo;Muy en desacuerdo;Muy de acuerdo;Muy de acuerdo;Muy en desacuerdo;Muy en desacuerdo;Muy en desacuerdo;En desacuerdo;Muy de acuerdo;En desacuerdo;Sí;vinieron a mi casa por mi hijo;Otros; ; ;Satisfecho;Sí;por mi hijo;Otros; ;Satisfecho;Poco de acuerdo;Muy de acuerdo;Muy de acuerdo;Muy de acuerdo;Muy de acuerdo;Nada de acuerdo;Nada de acuerdo;Muy de acuerdo
2;2;Sí;1;Mujer;67;Chileno;Barrios de Antofagasta y Calama;Jefe(a) de Hogar;Mujer;67; ; ;Chilena (exclusivamente);Soltero/a;5;Muy de acuerdo;De acuerdo;En desacuerdo;En desacuerdo;Muy en desacuerdo;De acuerdo;Muy de acuerdo;De acuerdo;Muy de acuerdo;Muy en desacuerdo;Muy de acuerdo;En desacuerdo;De acuerdo;En desacuerdo;En desacuerdo;En desacuerdo;Muy de acuerdo;En desacuerdo;No; ; ; ; ; ;No; ; ; ; ;Bastante de acuerdo;Muy de acuerdo;Bastante de acuerdo;Bastante de acuerdo;Muy de acuerdo;Muy de acuerdo;Bastante de acuerdo;Nada de acuerdo
2;4;Sí;1;Mujer;20;Extranjero;Barrios de Antofagasta y Calama;Jefe(a) de Hogar;Mujer;20;Colombia; ;Otra nacionalidad (extranjeros);Conviviendo o en pareja (no casado/a tampoco unión civil);9;De acuerdo;Muy de acuerdo;En desacuerdo;En desacuerdo;Muy de acuerdo;Muy de acuerdo;De acuerdo;Muy en desacuerdo;De acuerdo;Muy en desacuerdo;En desacuerdo;En desacuerdo;Muy de acuerdo;Muy en desacuerdo;Muy de acuerdo;De acuerdo;De acuerdo;Muy de acuerdo;Sí;consultaa personal;Otros; ; ;Muy satisfecho;No; ; ; ; ;Muy de acuerdo;Bastante de acuerdo;Poco de acuerdo;Poco de acuerdo;Poco de acuerdo;Poco de acuerdo;Muy de acuerdo;Poco de acuerdo
2;2;Sí;2;Mujer;33;Chileno;Barrios de Antofagasta y Calama;Jefe(a) de Hogar;Mujer;59; ; ;Chilena (exclusivamente);Viudo/a;Totalmente satisfecho;Muy en desacuerdo;De acuerdo;Ni de acuerdo ni en desacuerdo;Ni de acuerdo ni en desacuerdo;Muy de acuerdo;De acuerdo;Ni de acuerdo ni en desacuerdo;Muy en desacuerdo;Muy de acuerdo;Muy en desacuerdo;Muy en desacuerdo;Muy de acuerdo;Muy de acuerdo;De acuerdo;Muy de acuerdo;Muy en desacuerdo;Muy de acuerdo;Muy en desacuerdo;No; ; ; ; ; ;No; ; ; ; ;Muy de acuerdo;Muy de acuerdo;Muy de acuerdo;Nada de acuerdo;Muy de acuerdo;Nada de acuerdo;Muy de acuerdo;Muy de acuerdo
2;2;Sí;1;Mujer;27;Chileno;Barrios de Antofagasta y Calama;Jefe(a) de Hogar;Mujer;27; ;Más de 5 años;Chilena (exclusivamente);Soltero/a;Totalmente satisfecho;De acuerdo;De acuerdo;En desacuerdo;En desacuerdo;Ni de acuerdo ni en desacuerdo;De acuerdo;De acuerdo;En desacuerdo;Muy de acuerdo;En desacuerdo;De acuerdo;En desacuerdo;En desacuerdo;De acuerdo;De acuerdo;En desacuerdo;De acuerdo;En desacuerdo;No; ; ; ; ; ;No; ; ; ; ;Bastante de acuerdo;Muy de acuerdo;Muy de acuerdo;Poco de acuerdo;Poco de acuerdo;Bastante de acuerdo;Muy de acuerdo;Muy de acuerdo
2;1;Sí;1;Mujer;23;Extranjero;Barrios de Antofagasta y Calama;Jefe(a) de Hogar;Mujer;23;Bolivia; ;Otra nacionalidad (extranjeros);Soltero/a;Totalmente satisfecho;De acuerdo;De acuerdo;En desacuerdo;Muy en desacuerdo;En desacuerdo;De acuerdo;De acuerdo;Muy en desacuerdo;De acuerdo;En desacuerdo;En desacuerdo;En desacuerdo;De acuerdo;En desacuerdo;Muy de acuerdo;En desacuerdo;Muy de acuerdo;De acuerdo;Sí;por trafico;Víctima de un delito;Control de identidad (control preventivo); ;Insatisfecho;Sí;trafico;Víctima de un delito;Control de identidad (control preventivo);Insatisfecho;Muy de acuerdo;Muy de acuerdo;Nada de acuerdo;Muy de acuerdo;Muy de acuerdo;Muy de acuerdo;Poco de acuerdo;Nada de acuerdo
2;2;Sí;2;Mujer;83;Chileno;Barrios de Antofagasta y Calama;Jefe(a) de Hogar;Mujer;83; ; ;Chilena (exclusivamente);Viudo/a;7;En desacuerdo;De acuerdo;Ni de acuerdo ni en desacuerdo;En desacuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;En desacuerdo;En desacuerdo;De acuerdo;De acuerdo;De acuerdo;En desacuerdo;De acuerdo;En desacuerdo;De acuerdo;De acuerdo;No; ; ; ; ; ;No; ; ; ; ;Muy de acuerdo;Muy de acuerdo;Nada de acuerdo;Poco de acuerdo;Muy de acuerdo;Muy de acuerdo;Bastante de acuerdo;Nada de acuerdo
2;1;Sí;1;Mujer;22;Extranjero;Barrios de Antofagasta y Calama;Jefe(a) de Hogar;Mujer;22;Perú; ;Otra nacionalidad (extranjeros);Soltero/a;8;Ni de acuerdo ni en desacuerdo;Ni de acuerdo ni en desacuerdo;De acuerdo;Ni de acuerdo ni en desacuerdo;En desacuerdo;De acuerdo;De acuerdo;En desacuerdo;En desacuerdo;En desacuerdo;De acuerdo;No sabe [NO LEER];De acuerdo;En desacuerdo;De acuerdo;De acuerdo;En desacuerdo;De acuerdo;Sí;revision;Control de identidad (control preventivo); ; ;Satisfecho;No; ; ; ; ;Muy de acuerdo;Bastante de acuerdo;Bastante de acuerdo;Muy de acuerdo;Poco de acuerdo;Nada de acuerdo;Muy de acuerdo;Bastante de acuerdo
2;5;Sí;5;Hombre;33;Chileno;Barrios de Antofagasta y Calama;Jefe(a) de Hogar;Hombre;33; ; ;Chilena (exclusivamente);Viudo/a;Totalmente satisfecho;En desacuerdo;De acuerdo;Muy de acuerdo;En desacuerdo;En desacuerdo;De acuerdo;De acuerdo;En desacuerdo;En desacuerdo;En desacuerdo;En desacuerdo;En desacuerdo;De acuerdo;En desacuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;Sí;como estaba el barrio;Otros; ; ;Satisfecho;No; ; ; ; ;Muy de acuerdo;Muy de acuerdo;Muy de acuerdo;Muy de acuerdo;Muy de acuerdo;Bastante de acuerdo;Muy de acuerdo;Poco de acuerdo
2;3;Sí;2;Hombre;30;Extranjero;Barrios de Antofagasta y Calama;Jefe(a) de Hogar;Hombre;30;Bolivia; ;Otra nacionalidad (extranjeros);Conviviendo o en pareja (no casado/a tampoco unión civil);8;De acuerdo;De acuerdo;En desacuerdo;En desacuerdo;En desacuerdo;De acuerdo;De acuerdo;En desacuerdo;En desacuerdo;En desacuerdo;En desacuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;No; ; ; ; ; ;No; ; ; ; ;Muy de acuerdo;Muy de acuerdo;Poco de acuerdo;Poco de acuerdo;Muy de acuerdo;Poco de acuerdo;Poco de acuerdo;Bastante de acuerdo
2;1;Sí;1;Hombre;21;Extranjero;Barrios de Antofagasta y Calama;Jefe(a) de Hogar;Hombre;21;Perú; ;Otra nacionalidad (extranjeros);Soltero/a;9;De acuerdo;De acuerdo;En desacuerdo;En desacuerdo;De acuerdo;Muy de acuerdo;De acuerdo;En desacuerdo;En desacuerdo;De acuerdo;De acuerdo;De acuerdo;En desacuerdo;En desacuerdo;De acuerdo;De acuerdo;En desacuerdo;De acuerdo;No; ; ; ; ; ;No; ; ; ; ;Nada de acuerdo;Bastante de acuerdo;Nada de acuerdo;Nada de acuerdo;Muy de acuerdo;Nada de acuerdo;Nada de acuerdo;Muy de acuerdo
2;1;Sí;1;Mujer;19;Extranjero;Barrios de Antofagasta y Calama;Jefe(a) de Hogar;Mujer;19;Perú; ;Otra nacionalidad (extranjeros);Soltero/a;Totalmente satisfecho;De acuerdo;De acuerdo;De acuerdo;En desacuerdo;En desacuerdo;De acuerdo;De acuerdo;Muy en desacuerdo;En desacuerdo;De acuerdo;De acuerdo;En desacuerdo;Muy de acuerdo;En desacuerdo;De acuerdo;En desacuerdo;De acuerdo;De acuerdo;No; ; ; ; ; ;No; ; ; ; ;Muy de acuerdo;Muy de acuerdo;Nada de acuerdo;Muy de acuerdo;Muy de acuerdo;Muy de acuerdo;Muy de acuerdo;Nada de acuerdo
2;2;Sí;2;Hombre;18;Extranjero;Barrios de Antofagasta y Calama;Hijo(a);Hombre;18; ;Entre 1 y 2 años;Otra nacionalidad (extranjeros);Soltero/a;Totalmente satisfecho;De acuerdo;De acuerdo;De acuerdo;En desacuerdo;De acuerdo;De acuerdo;De acuerdo;En desacuerdo;En desacuerdo;En desacuerdo;De acuerdo;De acuerdo;En desacuerdo;De acuerdo;En desacuerdo;En desacuerdo;De acuerdo;De acuerdo;Sí;control identidad;Control de identidad (control preventivo); ; ;Ni satisfecho ni insatisfecho;No; ; ; ; ;Muy de acuerdo;Muy de acuerdo;Nada de acuerdo;Bastante de acuerdo;Muy de acuerdo;Bastante de acuerdo;Muy de acuerdo;Muy de acuerdo
2;7;Sí;2;Mujer;38;Extranjero;Barrios de Antofagasta y Calama;Jefe(a) de Hogar;Mujer;38; ;Entre 2 y 5 años;Otra nacionalidad (extranjeros);Casado/a;8;Muy de acuerdo;De acuerdo;De acuerdo;En desacuerdo;De acuerdo;De acuerdo;De acuerdo;En desacuerdo;De acuerdo;En desacuerdo;De acuerdo;De acuerdo;De acuerdo;En desacuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;No; ; ; ; ; ;No; ; ; ; ;Bastante de acuerdo;Muy de acuerdo;Poco de acuerdo;Bastante de acuerdo;Bastante de acuerdo;Muy de acuerdo;Bastante de acuerdo;Nada de acuerdo
2;3;Sí;3;Hombre;21;Extranjero;Barrios de Antofagasta y Calama;Hijo(a);Hombre;21;Colombia; ;Otra nacionalidad (extranjeros);Soltero/a;Totalmente satisfecho;De acuerdo;De acuerdo;De acuerdo;En desacuerdo;De acuerdo;De acuerdo;De acuerdo;Muy en desacuerdo;De acuerdo;En desacuerdo;En desacuerdo;De acuerdo;De acuerdo;En desacuerdo;De acuerdo;De acuerdo;En desacuerdo;De acuerdo;No; ; ; ; ; ;No; ; ; ; ;Muy de acuerdo;Muy de acuerdo;Nada de acuerdo;Muy de acuerdo;Muy de acuerdo;Muy de acuerdo;Muy de acuerdo;Bastante de acuerdo
2;2;Sí;2;Mujer;34;Extranjero;Barrios de Antofagasta y Calama;Jefe(a) de Hogar;Mujer;34;Colombia; ;Otra nacionalidad (extranjeros);Soltero/a;8;De acuerdo;De acuerdo;En desacuerdo;En desacuerdo;De acuerdo;De acuerdo;De acuerdo;En desacuerdo;De acuerdo;En desacuerdo;De acuerdo;De acuerdo;En desacuerdo;De acuerdo;En desacuerdo;En desacuerdo;De acuerdo;De acuerdo;No; ; ; ; ; ;No; ; ; ; ;Muy de acuerdo;Muy de acuerdo;Poco de acuerdo;Poco de acuerdo;Poco de acuerdo;Nada de acuerdo;Poco de acuerdo;Muy de acuerdo
2;2;Sí;2;Mujer;53;Extranjero;Barrios de Antofagasta y Calama;Jefe(a) de Hogar;Mujer;53;Bolivia; ;Otra nacionalidad (extranjeros);Soltero/a;9;De acuerdo;Ni de acuerdo ni en desacuerdo;En desacuerdo;En desacuerdo;En desacuerdo;Ni de acuerdo ni en desacuerdo;De acuerdo;En desacuerdo;En desacuerdo;En desacuerdo;En desacuerdo;De acuerdo;De acuerdo;De acuerdo;En desacuerdo;No sabe [NO LEER];En desacuerdo;En desacuerdo;No; ; ; ; ; ;No; ; ; ; ;Muy de acuerdo;Muy de acuerdo;Bastante de acuerdo;Bastante de acuerdo;Muy de acuerdo;Bastante de acuerdo;Muy de acuerdo;Poco de acuerdo
2;1;Sí;1;Mujer;53;Extranjero;Barrios de Antofagasta y Calama;Jefe(a) de Hogar;Mujer;53;Colombia; ;Otra nacionalidad (extranjeros);Soltero/a;7;De acuerdo;De acuerdo;En desacuerdo;Muy en desacuerdo;De acuerdo;De acuerdo;De acuerdo;En desacuerdo;De acuerdo;En desacuerdo;En desacuerdo;Muy de acuerdo;Muy de acuerdo;En desacuerdo;En desacuerdo;En desacuerdo;Muy de acuerdo;De acuerdo;No; ; ; ; ; ;No; ; ; ; ;Muy de acuerdo;Muy de acuerdo;Nada de acuerdo;Muy de acuerdo;Muy de acuerdo;Bastante de acuerdo;Muy de acuerdo;Poco de acuerdo
